case_id,scenario,scenario_weight,month,portfolio_ead,ead_weighted_lgd,contractual_principal_due,scheduled_principal_applied,expected_prepayment,closing_balance,expected_cure_recovery,expected_collateral_recovery,discounted_expected_recovery_at_default
collateral_downturn,upside,0.150000,10,390362.337786,0.255592,13249.761905,13249.761905,3822.044081,373290.531799,238957.271980,59568.883920,290588.678820
collateral_downturn,upside,0.150000,11,373290.531799,0.252401,13249.761905,13249.761905,3610.612624,356430.157271,227236.674479,59568.883920,279071.545060
collateral_downturn,upside,0.150000,12,356430.157271,0.248937,13249.761905,13249.761905,3401.954012,339778.441354,215665.684665,59568.883920,267701.456927
collateral_downturn,upside,0.150000,13,339778.441354,0.245166,13249.761905,13249.761905,3196.030345,323332.649104,204242.298360,59568.883920,256476.444273
collateral_downturn,upside,0.150000,14,323332.649104,0.241046,13249.761905,13249.761905,2992.804259,307090.082940,192964.539230,59568.883920,245394.564326
collateral_downturn,upside,0.150000,15,307090.082940,0.236531,13249.761905,13249.761905,2792.238915,291048.082121,181830.458391,59568.883920,234453.901301
collateral_downturn,upside,0.150000,16,291048.082121,0.231561,13249.761905,13249.761905,2594.297994,275204.022222,170838.134013,59568.883920,223652.566011
collateral_downturn,upside,0.150000,17,275204.022222,0.226070,13249.761905,13249.761905,2398.945692,259555.314626,159985.670938,59568.883920,212988.695488
collateral_downturn,upside,0.150000,18,259555.314626,0.219972,13249.761905,13249.761905,2206.146706,244099.406015,149271.200294,59568.883920,202460.452609
collateral_downturn,upside,0.150000,19,244099.406015,0.215765,13249.761905,13249.761905,2015.866232,228833.777879,138692.879124,58903.769568,191431.286775
collateral_downturn,upside,0.150000,20,228833.777879,0.213977,13249.761905,13249.761905,1828.069957,213755.946017,128248.890012,57541.176705,179868.525344
collateral_downturn,upside,0.150000,21,213755.946017,0.211950,13249.761905,13249.761905,1642.724049,198863.460063,117937.440721,56193.662204,168450.421329
collateral_downturn,upside,0.150000,22,198863.460063,0.209633,13249.761905,9837.951229,1501.593300,187523.915535,107756.763832,54861.059208,157175.078110
collateral_downturn,upside,0.150000,23,187523.915535,0.208868,13249.761905,9291.428571,1369.030066,176863.456898,100064.125163,53543.202708,148356.184257
collateral_downturn,upside,0.150000,24,176863.456898,0.208322,13249.761905,9291.428571,1238.230714,166333.797612,92847.775895,52239.929520,140018.886162
collateral_downturn,upside,0.150000,25,166333.797612,0.207700,9291.428571,9291.428571,1109.170480,155933.198560,85723.866576,50951.078265,131786.247889
collateral_downturn,upside,0.150000,26,155933.198560,0.206988,9291.428571,9291.428571,981.824958,145659.945031,78691.132011,49676.489353,123656.872867
collateral_downturn,upside,0.150000,27,145659.945031,0.206169,9291.428571,9291.428571,856.170100,135512.346359,71748.325123,48416.004956,115629.384034
collateral_downturn,upside,0.150000,28,135512.346359,0.205221,9291.428571,9291.428571,732.182206,125488.735581,64894.216690,47169.468995,107702.423552
collateral_downturn,upside,0.150000,29,125488.735581,0.207378,9291.428571,7631.276836,636.239613,117221.219132,58127.595076,45501.009419,99465.126052
collateral_downturn,upside,0.150000,30,117221.219132,0.211437,9291.428571,5124.761905,581.359301,111515.097926,52721.591012,43694.435569,92436.358801
collateral_downturn,upside,0.150000,31,111515.097926,0.216417,9291.428571,3184.059699,548.505470,107782.532757,49304.426045,41906.487667,87381.292041
collateral_downturn,upside,0.150000,32,107782.532757,0.218377,9291.428571,1791.428571,531.369855,105459.734331,47148.979845,40827.893084,84245.268376
collateral_downturn,upside,0.150000,33,105459.734331,0.217907,9291.428571,1791.428571,514.368152,103153.937607,45894.436055,40255.691780,82479.360093
collateral_downturn,upside,0.150000,34,103153.937607,0.217408,9291.428571,1791.428571,497.499273,100865.009763,44649.433777,39688.492436,80727.495576
collateral_downturn,upside,0.150000,35,100865.009763,0.216878,9291.428571,1791.428571,480.762137,98592.819055,43413.896672,39126.251329,78989.558969
collateral_downturn,upside,0.150000,36,98592.819055,0.216318,133800.000000,98592.819055,0.000000,0.000000,42187.749032,38568.925115,77265.435396
delayed_recovery,base,0.600000,1,554000.000000,0.355570,13249.761905,13249.761905,4618.331199,536131.906896,307200.000000,88981.904000,357014.022099
delayed_recovery,base,0.600000,2,536131.906896,0.352692,13249.761905,13249.761905,4442.854007,518439.290984,296318.947974,88981.904000,347042.617360
delayed_recovery,base,0.600000,3,518439.290984,0.349639,13249.761905,13249.761905,4269.194725,500920.334354,285548.239552,88981.904000,337172.438516
delayed_recovery,base,0.600000,4,500920.334354,0.346398,13249.761905,13249.761905,4097.333768,483573.238681,274886.705092,88981.904000,327402.411854
delayed_recovery,base,0.600000,5,483573.238681,0.342951,13249.761905,13249.761905,3927.251768,466396.225008,264333.187785,88981.904000,317731.475441
delayed_recovery,base,0.600000,6,466396.225008,0.339277,13249.761905,13249.761905,3758.929572,449387.533531,253886.543499,88981.904000,308158.578996
delayed_recovery,base,0.600000,7,449387.533531,0.335356,13249.761905,13249.761905,3592.348239,432545.423387,243545.640649,88981.904000,298682.683752
delayed_recovery,base,0.600000,8,432545.423387,0.331162,13249.761905,13249.761905,3427.489041,415868.172442,233309.360044,88981.904000,289302.762332
delayed_recovery,base,0.600000,9,415868.172442,0.326667,13249.761905,13249.761905,3264.333454,399354.077083,223176.594754,88981.904000,280017.798617
delayed_recovery,base,0.600000,10,399354.077083,0.321838,13249.761905,13249.761905,3102.863162,383001.452016,213146.249973,88981.904000,270826.787621
delayed_recovery,base,0.600000,11,383001.452016,0.316638,13249.761905,13249.761905,2943.060053,366808.630059,203217.242877,88981.904000,261728.735362
delayed_recovery,base,0.600000,12,366808.630059,0.311023,13249.761905,13249.761905,2784.906213,350773.961941,193388.502492,88981.904000,252722.658746
delayed_recovery,base,0.600000,13,350773.961941,0.304944,13249.761905,13249.761905,2628.383929,334895.816108,183658.969564,88981.904000,243807.585437
delayed_recovery,base,0.600000,14,334895.816108,0.298341,13249.761905,13249.761905,2473.475682,319172.578521,174027.596420,88981.904000,234982.553736
delayed_recovery,base,0.600000,15,319172.578521,0.291146,13249.761905,13249.761905,2320.164151,303602.652465,164493.346844,88981.904000,226246.612470
delayed_recovery,base,0.600000,16,303602.652465,0.283414,13249.761905,13249.761905,2168.432202,288184.458359,155055.195947,88935.429035,217557.471752
delayed_recovery,base,0.600000,17,288184.458359,0.279965,13249.761905,13249.761905,2018.262894,272916.433560,145712.130035,87256.380573,207503.037910
delayed_recovery,base,0.600000,18,272916.433560,0.276160,13249.761905,13249.761905,1869.639473,257797.032181,136463.146492,85592.009700,197547.961668
delayed_recovery,base,0.600000,19,257797.032181,0.271942,13249.761905,13249.761905,1722.545370,242824.724907,127307.253645,83942.188110,187691.218606
delayed_recovery,base,0.600000,20,242824.724907,0.267242,13249.761905,13249.761905,1576.964199,227997.998803,118243.470650,82306.788618,177931.795241
delayed_recovery,base,0.600000,21,227997.998803,0.261973,13249.761905,13249.761905,1432.879755,213315.357143,109270.827366,80685.685153,168268.688911
delayed_recovery,base,0.600000,22,213315.357143,0.256027,13249.761905,11933.035212,1303.001059,200079.320873,100388.364236,79078.752743,158700.907653
delayed_recovery,base,0.600000,23,200079.320873,0.250476,13249.761905,9291.428571,1199.993123,189587.899178,92403.613189,77485.867511,149964.188731
delayed_recovery,base,0.600000,24,189587.899178,0.249375,13249.761905,9291.428571,1098.065866,179198.404740,86121.309387,75343.852522,142309.505359
delayed_recovery,base,0.600000,25,179198.404740,0.248868,9291.428571,9291.428571,997.207348,168909.768820,79902.956670,73070.486257,134601.585431
delayed_recovery,base,0.600000,26,168909.768820,0.248308,9291.428571,9291.428571,897.405768,158720.934481,73747.862907,70815.705900,126968.198866
delayed_recovery,base,0.600000,27,158720.934481,0.247682,9291.428571,9291.428571,798.649459,148630.856450,67655.343782,68579.357891,119408.580569
delayed_recovery,base,0.600000,28,148630.856450,0.246980,9291.428571,9291.428571,700.926888,138638.500991,61624.722706,66361.289952,111921.973689
delayed_recovery,base,0.600000,29,138638.500991,0.246186,9291.428571,9291.428571,604.226654,128742.845766,55655.330725,64161.351074,104507.629523
delayed_recovery,base,0.600000,30,128742.845766,0.245280,9291.428571,8681.952302,516.149795,119544.743669,49746.506433,61979.391507,97164.807425
delayed_recovery,base,0.600000,31,119544.743669,0.244798,9291.428571,5124.761905,473.406805,113946.574958,44318.900653,59815.262751,90280.443786
delayed_recovery,base,0.600000,32,113946.574958,0.247683,9291.428571,3129.719925,448.443802,110368.411231,41404.232941,57668.817543,85723.921929
delayed_recovery,base,0.600000,33,110368.411231,0.247952,9291.428571,1791.428571,435.364490,108141.618170,39619.742068,56410.054771,83002.332503
delayed_recovery,base,0.600000,34,108141.618170,0.246289,9291.428571,1791.428571,422.366349,105927.823249,38590.998122,55744.778940,81507.563737
delayed_recovery,base,0.600000,35,105927.823249,0.244558,9291.428571,1791.428571,409.448858,103726.945819,37568.517764,55084.109733,80022.377879
delayed_recovery,base,0.600000,36,103726.945819,0.242755,133800.000000,103726.945819,0.000000,0.000000,36552.261075,54428.015253,78546.711657
delayed_recovery,downside,0.250000,1,554000.000000,0.510825,13249.761905,13249.761905,2710.452415,538039.785680,240720.000000,72544.901975,271002.731317
delayed_recovery,downside,0.250000,2,538039.785680,0.509160,13249.761905,13249.761905,2618.584236,522171.439539,232912.022218,72544.901975,264091.181548
delayed_recovery,downside,0.250000,3,522171.439539,0.507401,13249.761905,13249.761905,2527.271821,506394.405813,225150.707666,72544.901975,257220.990403
delayed_recovery,downside,0.250000,4,506394.405813,0.505540,13249.761905,13249.761905,2436.511681,490708.132227,217435.766231,72544.901975,250391.900529
delayed_recovery,downside,0.250000,5,490708.132227,0.503567,13249.761905,13249.761905,2346.300349,475112.069973,209766.909664,72544.901975,243603.656227
delayed_recovery,downside,0.250000,6,475112.069973,0.501473,13249.761905,13249.761905,2256.634380,459605.673688,202143.851562,72544.901975,236856.003441
delayed_recovery,downside,0.250000,7,459605.673688,0.499248,13249.761905,13249.761905,2167.510353,444188.401430,194566.307359,72544.901975,230148.689742
delayed_recovery,downside,0.250000,8,444188.401430,0.496877,13249.761905,13249.761905,2078.924866,428859.714660,187033.994315,72544.901975,223481.464323
delayed_recovery,downside,0.250000,9,428859.714660,0.494347,13249.761905,13249.761905,1990.874542,413619.078213,179546.631500,72544.901975,216854.077983
delayed_recovery,downside,0.250000,10,413619.078213,0.491643,13249.761905,13249.761905,1903.356025,398465.960283,172103.939788,72544.901975,210266.283122
delayed_recovery,downside,0.250000,11,398465.960283,0.488745,13249.761905,13249.761905,1816.365980,383399.832398,164705.641838,72544.901975,203717.833728
delayed_recovery,downside,0.250000,12,383399.832398,0.485632,13249.761905,13249.761905,1729.901093,368420.169401,157351.462090,72544.901975,197208.485362
delayed_recovery,downside,0.250000,13,368420.169401,0.482281,13249.761905,13249.761905,1643.958074,353526.449422,150041.126746,72544.901975,190737.995157
delayed_recovery,downside,0.250000,14,353526.449422,0.478664,13249.761905,13249.761905,1558.533651,338718.153866,142774.363764,72544.901975,184306.121801
delayed_recovery,downside,0.250000,15,338718.153866,0.474747,13249.761905,13249.761905,1473.624576,323994.767385,135550.902842,72544.901975,177912.625526
delayed_recovery,downside,0.250000,16,323994.767385,0.470494,13249.761905,13249.761905,1389.227620,309355.777861,128370.475410,72544.901975,171557.268103
delayed_recovery,downside,0.250000,17,309355.777861,0.465858,13249.761905,13249.761905,1305.339575,294800.676381,121232.814619,72544.901975,165239.812828
delayed_recovery,downside,0.250000,18,294800.676381,0.460788,13249.761905,13249.761905,1221.957255,280328.957221,114137.655325,72544.901975,158960.024513
delayed_recovery,downside,0.250000,19,280328.957221,0.455220,13249.761905,13249.761905,1139.077494,265940.117822,107084.734083,72544.901975,152717.669478
delayed_recovery,downside,0.250000,20,265940.117822,0.449077,13249.761905,13249.761905,1056.697146,251633.658772,100073.789133,72544.901975,146512.515535
delayed_recovery,downside,0.250000,21,251633.658772,0.442267,13249.761905,13249.761905,974.813085,237409.083782,93104.560389,72544.901975,140344.331986
delayed_recovery,downside,0.250000,22,237409.083782,0.434677,13249.761905,13249.761905,893.422205,223265.899672,86176.789430,72544.901975,134212.889610
delayed_recovery,downside,0.250000,23,223265.899672,0.428791,13249.761905,11493.008356,822.488797,210950.402519,79290.219487,71854.087114,127531.407222
delayed_recovery,downside,0.250000,24,210950.402519,0.428444,13249.761905,9291.428571,764.477073,200894.496874,73317.988520,69887.626813,120569.915227
delayed_recovery,downside,0.250000,25,200894.496874,0.429503,9291.428571,9291.428571,706.822232,190896.246071,68476.038825,67931.280042,114609.709753
delayed_recovery,downside,0.250000,26,190896.246071,0.430664,9291.428571,9291.428571,649.521968,180955.295532,63663.392184,65984.994787,108684.107645
delayed_recovery,downside,0.250000,27,180955.295532,0.431943,9291.428571,9291.428571,592.573991,171071.292969,58879.861524,64048.719303,102792.898464
delayed_recovery,downside,0.250000,28,171071.292969,0.433360,9291.428571,9291.428571,535.976028,161243.888370,54125.261011,62122.402109,96935.873100
delayed_recovery,downside,0.250000,29,161243.888370,0.434938,9291.428571,9291.428571,479.725820,151472.733978,49399.406043,60205.991988,91112.823767
delayed_recovery,downside,0.250000,30,151472.733978,0.436707,9291.428571,9291.428571,423.821123,141757.484284,44702.113242,58299.437989,85323.543990
delayed_recovery,downside,0.250000,31,141757.484284,0.438705,9291.428571,9291.428571,368.259707,132097.796006,40033.200445,56402.689422,79567.828600
delayed_recovery,downside,0.250000,32,132097.796006,0.440979,9291.428571,9291.428571,313.039360,122493.328075,35392.486698,54515.695857,73845.473724
delayed_recovery,downside,0.250000,33,122493.328075,0.443592,9291.428571,5382.783064,286.632018,116823.912993,30779.792243,52638.407124,68156.276775
delayed_recovery,downside,0.250000,34,116823.912993,0.447861,9291.428571,2125.505958,277.658802,114420.748233,28445.437911,50770.773312,64503.076237
delayed_recovery,downside,0.250000,35,114420.748233,0.444190,9291.428571,1791.428571,270.439319,112358.880342,27583.799827,50583.689975,63596.243712
delayed_recovery,downside,0.250000,36,112358.880342,0.439454,133800.000000,112358.880342,0.000000,0.000000,26871.777233,50583.689975,62982.326372
delayed_recovery,upside,0.150000,1,554000.000000,0.266907,13249.761905,13249.761905,5856.233958,534894.004137,351520.000000,89607.893760,406133.546613
delayed_recovery,upside,0.150000,2,534894.004137,0.263667,13249.761905,13249.761905,5618.049111,516026.193121,338357.945557,89607.893760,393860.341016
delayed_recovery,upside,0.150000,3,516026.193121,0.260222,13249.761905,13249.761905,5383.003625,497393.427591,325364.858249,89607.893760,381744.835404
delayed_recovery,upside,0.150000,4,497393.427591,0.256554,13249.761905,13249.761905,5151.054417,478992.611269,312538.464344,89607.893760,369784.906464
delayed_recovery,upside,0.150000,5,478992.611269,0.252643,13249.761905,13249.761905,4922.159014,460820.690351,299876.521819,89607.893760,357978.460508
delayed_recovery,upside,0.150000,6,460820.690351,0.248464,13249.761905,13249.761905,4696.275541,442874.652905,287376.819907,89607.893760,346323.433044
delayed_recovery,upside,0.150000,7,442874.652905,0.243990,13249.761905,13249.761905,4473.362721,425151.528279,275037.178644,89607.893760,334817.788359
delayed_recovery,upside,0.150000,8,425151.528279,0.239190,13249.761905,13249.761905,4253.379856,407648.386518,262855.448432,89607.893760,323459.519107
delayed_recovery,upside,0.150000,9,407648.386518,0.234029,13249.761905,13249.761905,4036.286828,390362.337786,250829.509600,89607.893760,312246.645899
delayed_recovery,upside,0.150000,10,390362.337786,0.228468,13249.761905,13249.761905,3822.044081,373290.531799,238957.271980,89607.893760,301177.216907
delayed_recovery,upside,0.150000,11,373290.531799,0.222457,13249.761905,13249.761905,3610.612624,356430.157271,227236.674479,89607.893760,290249.307466
delayed_recovery,upside,0.150000,12,356430.157271,0.215945,13249.761905,13249.761905,3401.954012,339778.441354,215665.684665,89607.893760,279461.019685
delayed_recovery,upside,0.150000,13,339778.441354,0.210241,13249.761905,13249.761905,3196.030345,323332.649104,204242.298360,89094.695224,268343.088135
delayed_recovery,upside,0.150000,14,323332.649104,0.206694,13249.761905,13249.761905,2992.804259,307090.082940,192964.539230,87638.022181,256501.794861
delayed_recovery,upside,0.150000,15,307090.082940,0.202810,13249.761905,13249.761905,2792.238915,291048.082121,181830.458391,86197.468585,244809.267154
delayed_recovery,upside,0.150000,16,291048.082121,0.198539,13249.761905,13249.761905,2594.297994,275204.022222,170838.134013,84772.856058,233263.547988
delayed_recovery,upside,0.150000,17,275204.022222,0.194735,13249.761905,13249.761905,2398.945692,259555.314626,159985.670938,83080.373443,221612.146313
delayed_recovery,upside,0.150000,18,259555.314626,0.191781,13249.761905,13249.761905,2206.146706,244099.406015,149271.200294,81034.367564,209777.646907
delayed_recovery,upside,0.150000,19,244099.406015,0.188489,13249.761905,13249.761905,2015.866232,228833.777879,138692.879124,79009.485451,198089.284436
delayed_recovery,upside,0.150000,20,228833.777879,0.184801,13249.761905,13249.761905,1828.069957,213755.946017,128248.890012,77005.506615,186545.162421
delayed_recovery,upside,0.150000,21,213755.946017,0.180638,13249.761905,13249.761905,1642.724049,198863.460063,117937.440721,75022.212886,175143.410007
delayed_recovery,upside,0.150000,22,198863.460063,0.175906,13249.761905,9837.951229,1501.593300,187523.915535,107756.763832,73059.388398,163882.181608
delayed_recovery,upside,0.150000,23,187523.915535,0.173707,13249.761905,9291.428571,1369.030066,176863.456898,100064.125163,71116.819556,154949.610688
delayed_recovery,upside,0.150000,24,176863.456898,0.171802,13249.761905,9291.428571,1238.230714,166333.797612,92847.775895,69194.295019,146477.916777
delayed_recovery,upside,0.150000,25,166333.797612,0.169678,9291.428571,9291.428571,1109.170480,155933.198560,85723.866576,67291.605670,138110.560094
delayed_recovery,upside,0.150000,26,155933.198560,0.167296,9291.428571,9291.428571,981.824958,145659.945031,78691.132011,65408.544596,129846.169948
delayed_recovery,upside,0.150000,27,145659.945031,0.164606,9291.428571,9291.428571,856.170100,135512.346359,71748.325123,63544.907065,121683.394576
delayed_recovery,upside,0.150000,28,135512.346359,0.161546,9291.428571,9291.428571,732.182206,125488.735581,64894.216690,61700.490501,113620.900873
delayed_recovery,upside,0.150000,29,125488.735581,0.158033,9291.428571,7631.276836,636.239613,117221.219132,58127.595076,59875.094459,105657.374126
delayed_recovery,upside,0.150000,30,117221.219132,0.155581,9291.428571,5124.761905,581.359301,111515.097926,52721.591012,58068.520609,98983.780647
delayed_recovery,upside,0.150000,31,111515.097926,0.155382,9291.428571,3184.059699,548.505470,107782.532757,49304.426045,56280.572707,94187.709382
delayed_recovery,upside,0.150000,32,107782.532757,0.153640,9291.428571,1791.428571,531.369855,105459.734331,47148.979845,55201.978124,91222.822341
delayed_recovery,upside,0.150000,33,105459.734331,0.150716,9291.428571,1791.428571,514.368152,103153.937607,45894.436055,54629.776820,89565.262795
delayed_recovery,upside,0.150000,34,103153.937607,0.147673,9291.428571,1791.428571,497.499273,100865.009763,44649.433777,54062.577476,87920.891906
delayed_recovery,upside,0.150000,35,100865.009763,0.144504,9291.428571,1791.428571,480.762137,98592.819055,43413.896672,53500.336369,86289.600840
delayed_recovery,upside,0.150000,36,98592.819055,0.141202,133800.000000,98592.819055,0.000000,0.000000,42187.749032,52943.010155,84671.281681
combined_downside,base,0.600000,1,554000.000000,0.553750,13249.761905,13249.761905,2246.608005,538503.630090,199680.000000,75325.397175,247222.613882
combined_downside,base,0.600000,2,538503.630090,0.551352,13249.761905,13249.761905,2172.692688,523081.175498,193542.662213,75325.397175,241598.342343
combined_downside,base,0.600000,3,523081.175498,0.548824,13249.761905,13249.761905,2099.147556,507732.266037,187435.483295,75325.397175,236001.735685
combined_downside,base,0.600000,4,507732.266037,0.546153,13249.761905,13249.761905,2025.970688,492456.533444,181358.308851,75325.397175,230432.652189
combined_downside,base,0.600000,5,492456.533444,0.543328,13249.761905,13249.761905,1953.160170,477253.611369,175310.985301,75325.397175,224890.950888
combined_downside,base,0.600000,6,477253.611369,0.540336,13249.761905,13249.761905,1880.714099,462123.135366,169293.359879,75325.397175,219376.491557
combined_downside,base,0.600000,7,462123.135366,0.537160,13249.761905,13249.761905,1808.630583,447064.742878,163305.280623,75325.397175,213889.134714
combined_downside,base,0.600000,8,447064.742878,0.533784,13249.761905,13249.761905,1736.907739,432078.073234,157346.596378,75325.397175,208428.741615
combined_downside,base,0.600000,9,432078.073234,0.530189,13249.761905,13249.761905,1665.543696,417162.767633,151417.156784,75325.397175,202995.174250
combined_downside,base,0.600000,10,417162.767633,0.526352,13249.761905,13249.761905,1594.536590,402318.469138,145516.812278,75325.397175,197588.295335
combined_downside,base,0.600000,11,402318.469138,0.522249,13249.761905,13249.761905,1523.884570,387544.822663,139645.414085,75325.397175,192207.968315
combined_downside,base,0.600000,12,387544.822663,0.517852,13249.761905,13249.761905,1453.585792,372841.474966,133802.814218,75325.397175,186854.057354
combined_downside,base,0.600000,13,372841.474966,0.513127,13249.761905,13249.761905,1383.638425,358208.074636,127988.865469,75325.397175,181526.427337
combined_downside,base,0.600000,14,358208.074636,0.508037,13249.761905,13249.761905,1314.040645,343644.272087,122203.421408,75325.397175,176224.943859
combined_downside,base,0.600000,15,343644.272087,0.502539,13249.761905,13249.761905,1244.790639,329149.719543,116446.336379,75325.397175,170949.473227
combined_downside,base,0.600000,16,329149.719543,0.496582,13249.761905,13249.761905,1175.886604,314724.071034,110717.465494,75325.397175,165699.882452
combined_downside,base,0.600000,17,314724.071034,0.490106,13249.761905,13249.761905,1107.326746,300366.982382,105016.664629,75325.397175,160476.039250
combined_downside,base,0.600000,18,300366.982382,0.483040,13249.761905,13249.761905,1039.109281,286078.111196,99343.790423,75325.397175,155277.812034
combined_downside,base,0.600000,19,286078.111196,0.475300,13249.761905,13249.761905,971.232434,271857.116857,93698.700267,75325.397175,150105.069910
combined_downside,base,0.600000,20,271857.116857,0.466787,13249.761905,13249.761905,903.694440,257703.660512,88081.252309,75325.397175,144957.682678
combined_downside,base,0.600000,21,257703.660512,0.457379,13249.761905,13249.761905,836.493544,243617.405064,82491.305443,75325.397175,139835.520822
combined_downside,base,0.600000,22,243617.405064,0.446926,13249.761905,13249.761905,769.627997,229598.015162,76928.719306,75325.397175,134738.455512
combined_downside,base,0.600000,23,229598.015162,0.435246,13249.761905,12407.615300,707.056766,216483.343095,71393.354277,75325.397175,129666.358594
combined_downside,base,0.600000,24,216483.343095,0.429700,13249.761905,9291.428571,659.454536,206532.459989,66222.860390,73677.075922,123460.385516
combined_downside,base,0.600000,25,206532.459989,0.429056,9291.428571,9291.428571,612.095005,196628.936412,62327.638904,71468.727407,117918.390533
combined_downside,base,0.600000,26,196628.936412,0.428352,9291.428571,9291.428571,564.976876,186772.530965,58451.764391,69269.798202,112402.566422
combined_downside,base,0.600000,27,186772.530965,0.427578,9291.428571,9291.428571,518.098858,176963.003535,54595.135235,67080.248132,106912.783937
combined_downside,base,0.600000,28,176963.003535,0.426722,9291.428571,9291.428571,471.459667,167200.115297,50757.650372,64900.037190,101448.914497
combined_downside,base,0.600000,29,167200.115297,0.425773,9291.428571,9291.428571,425.058027,157483.628698,46939.209294,62729.125543,96010.830180
combined_downside,base,0.600000,30,157483.628698,0.424712,9291.428571,9291.428571,378.892668,147813.307459,43139.712038,60567.473527,90598.403721
combined_downside,base,0.600000,31,147813.307459,0.423519,9291.428571,9291.428571,332.962327,138188.916561,39359.059191,58415.041645,85211.508506
combined_downside,base,0.600000,32,138188.916561,0.422168,9291.428571,9291.428571,287.265749,128610.222241,35597.151881,56271.790571,79850.018575
combined_downside,base,0.600000,33,128610.222241,0.420623,9291.428571,7873.365832,250.351622,120486.504787,31853.891775,54137.681147,74513.808609
combined_downside,base,0.600000,34,120486.504787,0.420741,9291.428571,3629.204050,236.568428,116620.732309,28770.509404,52012.674379,69792.880533
combined_downside,base,0.600000,35,116620.732309,0.420503,9291.428571,1791.428571,230.675604,114598.628133,27486.847951,50843.849175,67581.347229
combined_downside,base,0.600000,36,114598.628133,0.415087,133800.000000,114598.628133,0.000000,0.000000,26873.988510,50843.849175,67030.204590
combined_downside,downside,0.250000,1,554000.000000,0.671720,13249.761905,13249.761905,1333.785850,539416.452245,156468.000000,54085.455487,181867.218351
combined_downside,downside,0.250000,2,539416.452245,0.670459,13249.761905,13249.761905,1292.504155,524874.186185,151827.554341,54085.455487,177759.574047
combined_downside,downside,0.250000,3,524874.186185,0.669132,13249.761905,13249.761905,1251.344915,510373.079365,147200.721054,54085.455487,173663.993892
combined_downside,downside,0.250000,4,510373.079365,0.667732,13249.761905,13249.761905,1210.307752,495913.009709,142587.458675,54085.455487,169580.441110
combined_downside,downside,0.250000,5,495913.009709,0.666254,13249.761905,13249.761905,1169.392291,481493.855512,137987.725870,54085.455487,165508.879037
combined_downside,downside,0.250000,6,481493.855512,0.664691,13249.761905,13249.761905,1128.598159,467115.495449,133401.481434,54085.455487,161449.271126
combined_downside,downside,0.250000,7,467115.495449,0.663035,13249.761905,13249.761905,1087.924982,452777.808562,128828.684292,54085.455487,157401.580942
combined_downside,downside,0.250000,8,452777.808562,0.661278,13249.761905,13249.761905,1047.372389,438480.674268,124269.293498,54085.455487,153365.772168
combined_downside,downside,0.250000,9,438480.674268,0.659411,13249.761905,13249.761905,1006.940009,424223.972355,119723.268234,54085.455487,149341.808598
combined_downside,downside,0.250000,10,424223.972355,0.657422,13249.761905,13249.761905,966.627473,410007.582977,115190.567812,54085.455487,145329.654143
combined_downside,downside,0.250000,11,410007.582977,0.655301,13249.761905,13249.761905,926.434413,395831.386660,110671.151668,54085.455487,141329.272824
combined_downside,downside,0.250000,12,395831.386660,0.653032,13249.761905,13249.761905,886.360461,381695.264294,106164.979369,54085.455487,137340.628777
combined_downside,downside,0.250000,13,381695.264294,0.650602,13249.761905,13249.761905,846.405252,367599.097137,101672.010607,54085.455487,133363.686250
combined_downside,downside,0.250000,14,367599.097137,0.647990,13249.761905,13249.761905,806.568422,353542.766810,97192.205201,54085.455487,129398.409603
combined_downside,downside,0.250000,15,353542.766810,0.645178,13249.761905,13249.761905,766.849606,339526.155299,92725.523094,54085.455487,125444.763307
combined_downside,downside,0.250000,16,339526.155299,0.642140,13249.761905,13249.761905,727.248443,325549.144951,88271.924358,54085.455487,121502.711948
combined_downside,downside,0.250000,17,325549.144951,0.638850,13249.761905,13249.761905,687.764571,311611.618476,83831.369189,54085.455487,117572.220218
combined_downside,downside,0.250000,18,311611.618476,0.635273,13249.761905,13249.761905,648.397630,297713.458941,79403.817907,54085.455487,113653.252925
combined_downside,downside,0.250000,19,297713.458941,0.631371,13249.761905,13249.761905,609.147260,283854.549776,74989.230956,54085.455487,109745.774983
combined_downside,downside,0.250000,20,283854.549776,0.627099,13249.761905,13249.761905,570.013106,270034.774766,70587.568907,54085.455487,105849.751420
combined_downside,downside,0.250000,21,270034.774766,0.622400,13249.761905,13249.761905,530.994808,256254.018053,66198.792450,54085.455487,101965.147370
combined_downside,downside,0.250000,22,256254.018053,0.617208,13249.761905,13249.761905,492.092013,242512.164135,61822.862403,54085.455487,98091.928079
combined_downside,downside,0.250000,23,242512.164135,0.611442,13249.761905,13249.761905,453.304365,228809.097865,57459.739704,54085.455487,94230.058901
combined_downside,downside,0.250000,24,228809.097865,0.605000,13249.761905,10321.206897,422.809479,218065.081490,53109.385415,54085.455487,90379.505298
combined_downside,downside,0.250000,25,218065.081490,0.599324,9291.428571,9291.428571,395.281846,208378.371073,49720.883255,54085.455487,87373.543333
combined_downside,downside,0.250000,26,208378.371073,0.593674,9291.428571,9291.428571,367.837500,198719.105001,46676.164946,54085.455487,84669.521144
combined_downside,downside,0.250000,27,198719.105001,0.587490,9291.428571,9291.428571,340.476179,189087.200251,43640.523968,54085.455487,81973.572797
combined_downside,downside,0.250000,28,189087.200251,0.580693,9291.428571,9291.428571,313.197617,179482.574062,40613.931851,54085.455487,79285.672951
